Datetime,Open,High,Low,Close,Adj Close,Volume
2023-02-20 00:00:00,134.30999755859375,134.36500549316406,134.25,134.3419952392578,134.3419952392578,0
2023-02-20 00:15:00,134.33999633789062,134.3800048828125,134.31700134277344,134.3699951171875,134.3699951171875,0
2023-02-20 00:30:00,134.3719940185547,134.45700073242188,134.33299255371094,134.4429931640625,134.4429931640625,0
2023-02-20 00:45:00,134.4409942626953,134.47300720214844,134.36000061035156,134.3979949951172,134.3979949951172,0
2023-02-20 01:00:00,134.39999389648438,134.47000122070312,134.36599731445312,134.43299865722656,134.43299865722656,0
2023-02-20 01:15:00,134.43499755859375,134.49400329589844,134.42999267578125,134.44900512695312,134.44900512695312,0
2023-02-20 01:30:00,134.44700622558594,134.53799438476562,134.427001953125,134.46299743652344,134.46299743652344,0
2023-02-20 01:45:00,134.46299743652344,134.5279998779297,134.4499969482422,134.47000122070312,134.47000122070312,0
2023-02-20 02:00:00,134.4709930419922,134.53199768066406,134.44000244140625,134.50399780273438,134.50399780273438,0
2023-02-20 02:15:00,134.5050048828125,134.50599670410156,134.36700439453125,134.3769989013672,134.3769989013672,0
2023-02-20 02:30:00,134.3769989013672,134.3990020751953,134.29600524902344,134.35499572753906,134.35499572753906,0
2023-02-20 02:45:00,134.35400390625,134.36099243164062,134.25999450683594,134.2899932861328,134.2899932861328,0
2023-02-20 03:00:00,134.28900146484375,134.32899475097656,134.26600646972656,134.31700134277344,134.31700134277344,0
2023-02-20 03:15:00,134.3159942626953,134.38699340820312,134.3000030517578,134.35899353027344,134.35899353027344,0
2023-02-20 03:30:00,134.36099243164062,134.3699951171875,134.25,134.26699829101562,134.26699829101562,0
2023-02-20 03:45:00,134.26300048828125,134.27099609375,134.2100067138672,134.22300720214844,134.22300720214844,0
2023-02-20 04:00:00,134.22000122070312,134.24600219726562,134.18899536132812,134.22999572753906,134.22999572753906,0
2023-02-20 04:15:00,134.22799682617188,134.2310028076172,134.08900451660156,134.1510009765625,134.1510009765625,0
2023-02-20 04:30:00,134.14700317382812,134.15499877929688,133.94900512695312,134.0500030517578,134.0500030517578,0
2023-02-20 04:45:00,134.05599975585938,134.06500244140625,133.9600067138672,134.06100463867188,134.06100463867188,0
2023-02-20 05:00:00,134.06100463867188,134.14199829101562,134.02999877929688,134.1219940185547,134.1219940185547,0
2023-02-20 05:15:00,134.12100219726562,134.13499450683594,134.02999877929688,134.05999755859375,134.05999755859375,0
2023-02-20 05:30:00,134.06399536132812,134.13699340820312,134.04600524902344,134.0500030517578,134.0500030517578,0
2023-02-20 05:45:00,134.05599975585938,134.1020050048828,134.0,134.09300231933594,134.09300231933594,0
2023-02-20 06:00:00,134.09300231933594,134.13499450683594,134.03399658203125,134.05799865722656,134.05799865722656,0
2023-02-20 06:15:00,134.05599975585938,134.09100341796875,134.02999877929688,134.05799865722656,134.05799865722656,0
2023-02-20 06:30:00,134.06100463867188,134.10699462890625,134.0449981689453,134.08999633789062,134.08999633789062,0
2023-02-20 06:45:00,134.09300231933594,134.16799926757812,134.0760040283203,134.14300537109375,134.14300537109375,0
2023-02-20 07:00:00,134.14100646972656,134.1820068359375,134.08999633789062,134.1199951171875,134.1199951171875,0
2023-02-20 07:15:00,134.1219940185547,134.16700744628906,134.07000732421875,134.08299255371094,134.08299255371094,0
2023-02-20 07:30:00,134.08200073242188,134.09300231933594,134.0,134.02000427246094,134.02000427246094,0
2023-02-20 07:45:00,134.01600646972656,134.07200622558594,134.0,134.04100036621094,134.04100036621094,0
