Datetime,Open,High,Low,Close,Adj Close,Volume
2023-02-20 00:00:00+00:00,92.25299835205078,92.2699966430664,92.19000244140625,92.20600128173828,92.20600128173828,0
2023-02-20 00:05:00+00:00,92.2030029296875,92.24299621582031,92.16999816894531,92.21399688720703,92.21399688720703,0
2023-02-20 00:10:00+00:00,92.21299743652344,92.23899841308594,92.19999694824219,92.21700286865234,92.21700286865234,0
2023-02-20 00:15:00+00:00,92.21600341796875,92.24500274658203,92.18000030517578,92.2229995727539,92.2229995727539,0
2023-02-20 00:20:00+00:00,92.22599792480469,92.25399780273438,92.19999694824219,92.22000122070312,92.22000122070312,0
2023-02-20 00:25:00+00:00,92.2300033569336,92.28099822998047,92.22000122070312,92.27799987792969,92.27799987792969,0
2023-02-20 00:30:00+00:00,92.27999877929688,92.28600311279297,92.25,92.26899719238281,92.26899719238281,0
2023-02-20 00:35:00+00:00,92.26000213623047,92.302001953125,92.25,92.30000305175781,92.30000305175781,0
2023-02-20 00:40:00+00:00,92.2979965209961,92.31300354003906,92.25,92.27400207519531,92.27400207519531,0
2023-02-20 00:45:00+00:00,92.26000213623047,92.30599975585938,92.25,92.29000091552734,92.29000091552734,0
2023-02-20 00:50:00+00:00,92.3010025024414,92.31400299072266,92.23999786376953,92.2750015258789,92.2750015258789,0
2023-02-20 00:55:00+00:00,92.26000213623047,92.31400299072266,92.26000213623047,92.29000091552734,92.29000091552734,0
2023-02-20 01:00:00+00:00,92.30000305175781,92.33799743652344,92.26000213623047,92.31099700927734,92.31099700927734,0
2023-02-20 01:05:00+00:00,92.31099700927734,92.36699676513672,92.29000091552734,92.36299896240234,92.36299896240234,0
2023-02-20 01:10:00+00:00,92.36100006103516,92.38400268554688,92.33000183105469,92.37799835205078,92.37799835205078,0
2023-02-20 01:15:00+00:00,92.37200164794922,92.47699737548828,92.36000061035156,92.47000122070312,92.47000122070312,0
2023-02-20 01:20:00+00:00,92.4749984741211,92.51599884033203,92.45999908447266,92.50499725341797,92.50499725341797,0
2023-02-20 01:25:00+00:00,92.50199890136719,92.52200317382812,92.47000122070312,92.5,92.5,0
2023-02-20 01:30:00+00:00,92.48999786376953,92.51799774169922,92.47000122070312,92.49500274658203,92.49500274658203,0
2023-02-20 01:35:00+00:00,92.4800033569336,92.50599670410156,92.43000030517578,92.44300079345703,92.44300079345703,0
2023-02-20 01:40:00+00:00,92.44400024414062,92.48200225830078,92.41999816894531,92.45899963378906,92.45899963378906,0
2023-02-20 01:45:00+00:00,92.45800018310547,92.46499633789062,92.4000015258789,92.44000244140625,92.44000244140625,0
2023-02-20 01:50:00+00:00,92.44999694824219,92.4990005493164,92.44000244140625,92.45999908447266,92.45999908447266,0
2023-02-20 01:55:00+00:00,92.45999908447266,92.5009994506836,92.43000030517578,92.49299621582031,92.49299621582031,0
